Sample_ID,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
HUM0851_S16_R1_001amrf_output,NA,NODE_1117_length_12104_cov_8.175367,4403,5209,-,blaOXA-471,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,269,269,100,100,269,WP_063864094.1,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471,NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_16299_length_1693_cov_139.641636,1,1674,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,558,641,87.05,99.64,558,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_16332_length_1691_cov_48.738386,1,1683,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,561,639,87.79,100,561,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_2314_length_7224_cov_5.165574,257,802,+,aac(6')-I,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,BLASTX,182,182,100,99.45,182,WP_010720790.1,aminoglycoside N-acetyltransferase AAC(6')-Iid,NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_25032_length_1255_cov_7.532500,240,1199,+,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.06,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_43870_length_857_cov_1.021197,1,855,+,tetA(P),tetracycline efflux MFS transporter TetA(P),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,285,420,67.86,100,285,WP_006440994.1,tetracycline efflux MFS transporter TetA(P),NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_473_length_20754_cov_20.026330,13116,15032,+,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_000691736.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_65787_length_654_cov_11.440735,60,551,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_6786_length_3234_cov_21.386285,1277,3193,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.69,639,WP_012669445.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_7_length_108942_cov_15.893357,45562,47052,-,lsa(D),ABC-F type ribosomal protection protein Lsa(D),core,AMR,AMR,LINCOSAMIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,BLASTX,497,497,100,93.76,497,WP_165713684.1,ABC-F type ribosomal protection protein Lsa(D),NA,NA
HUM0851_S16_R1_001amrf_output,NA,NODE_985_length_13259_cov_33.454105,11702,12919,-,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,406,406,100,100,406,WP_024407615.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_1199_length_7657_cov_33.310839,673,1536,-,aadE,aminoglycoside 6-adenylyltransferase AadE,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,BLASTX,288,288,100,99.65,288,WP_001255868.1,aminoglycoside 6-adenylyltransferase AadE,NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_1396_length_6870_cov_226.961702,5905,6396,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_15799_length_721_cov_1.575075,11,721,-,erm(B),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),core,AMR,AMR,MACROLIDE,MACROLIDE,BLASTX,237,245,96.73,99.58,237,WP_001038795.1,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_248_length_19951_cov_17.892390,253,2169,+,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_050232631.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_248_length_19951_cov_17.892390,2304,3656,+,tet(L),tetracycline efflux MFS transporter Tet(L),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,451,458,98.47,98.67,451,WP_001574277.1,tetracycline efflux MFS transporter Tet(L),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_2667_length_3852_cov_31.498288,1084,3000,-,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_2703_length_3801_cov_9.530432,893,2809,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.37,639,WP_050824634.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_274_length_18994_cov_18.649084,11259,12065,-,blaOXA-471,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,269,269,100,100,269,WP_063864094.1,OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-471,NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_3020_length_3389_cov_21.496401,1,1578,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,526,641,82.06,98.86,526,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_401_length_15948_cov_19.268861,1130,3085,-,tetB(P),tetracycline resistance ribosomal protection protein TetB(P),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,652,652,100,97.85,652,WP_012478245.1,tetracycline resistance ribosomal protection protein TetB(P),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_401_length_15948_cov_19.268861,3072,4331,-,tetA(P),tetracycline efflux MFS transporter TetA(P),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,420,420,100,100,420,WP_006440994.1,tetracycline efflux MFS transporter TetA(P),NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_6492_length_1614_cov_4.700449,597,1559,+,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,321,321,100,99.69,321,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUM0853_S48_R1_001amrf_output,NA,NODE_857_length_9742_cov_21.494064,8201,9160,+,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.38,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_1371_length_9160_cov_10.577814,3827,4663,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_1371_length_9160_cov_10.577814,4660,5004,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_1371_length_9160_cov_10.577814,5171,5959,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206317.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_1371_length_9160_cov_10.577814,6055,6525,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_000777555.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_15885_length_1274_cov_2.252666,582,1274,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,PARTIAL_CONTIG_ENDX,231,271,85.24,99.57,231,WP_001043265.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_18018_length_1146_cov_17.055912,138,995,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_25828_length_846_cov_2.663717,138,845,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,236,275,85.82,100,236,WP_109545041.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_31219_length_720_cov_2.842105,45,509,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIALX,155,278,55.76,97.42,155,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_34851_length_655_cov_22.258333,104,571,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,BLASTX,156,164,95.12,100,156,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_416_length_19080_cov_9.233640,13710,15626,+,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.69,639,WP_000691743.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_416_length_19080_cov_9.233640,15745,17097,+,tet(L),tetracycline efflux MFS transporter Tet(L),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,451,458,98.47,98.67,451,WP_001574277.1,tetracycline efflux MFS transporter Tet(L),NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_444_length_18530_cov_13.726982,16376,17572,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_7034_length_2460_cov_16.241580,754,2460,-,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,569,639,89.05,98.77,569,WP_050618045.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_8575_length_2099_cov_13.890411,2,1063,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,354,406,87.19,99.72,354,WP_015573055.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_863_length_12619_cov_171.384830,3349,4311,+,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,321,321,100,100,321,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUM0894_S23_R1_001amrf_output,NA,NODE_9133_length_1994_cov_210.767922,78,1994,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,641,99.69,97.34,639,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_10779_length_1572_cov_146.844430,1,1572,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,524,641,81.75,99.24,524,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_1093_length_10744_cov_38.068201,5065,6981,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_113100_length_338_cov_1.014134,1,336,+,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIAL_CONTIG_ENDX,112,219,51.14,100,112,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_1903_length_7035_cov_6.675501,5967,7034,+,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,356,639,55.71,100,356,WP_050232631.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_19557_length_1004_cov_13.102213,454,945,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_235_length_29054_cov_8.713852,24012,24974,+,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,321,321,100,100,321,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_23654_length_880_cov_2.484848,387,878,+,aadE,aminoglycoside 6-adenylyltransferase AadE,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,164,288,56.94,100,164,WP_001255868.1,aminoglycoside 6-adenylyltransferase AadE,NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_2847_length_5105_cov_18.462178,81,1997,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_063856417.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_3788_length_3956_cov_5.561651,2275,3534,+,tetA(P),tetracycline efflux MFS transporter TetA(P),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,420,420,100,100,420,WP_006440994.1,tetracycline efflux MFS transporter TetA(P),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_4228_length_3554_cov_4.942841,2,1516,+,tetB(P),tetracycline resistance ribosomal protection protein TetB(P),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,505,652,77.45,98.22,505,WP_012478245.1,tetracycline resistance ribosomal protection protein TetB(P),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_4342_length_3459_cov_12.833137,82,1998,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,639,639,100,100,639,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUM0896_S30_R1_001amrf_output,NA,NODE_741_length_14313_cov_15.850330,74,1033,-,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.38,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_12205_length_1720_cov_52.434234,1,1707,+,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,569,639,89.05,99.82,569,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_14855_length_1481_cov_276.142356,197,1156,+,cfxA6,broad-spectrum class A beta-lactamase CfxA6,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,320,320,100,99.38,320,WP_117664257.1,broad-spectrum class A beta-lactamase CfxA6,NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_14991_length_1471_cov_36.389831,2,1219,-,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,406,639,63.54,99.51,406,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_1809_length_7759_cov_5.432113,5809,6708,+,cepA,CepA family extended-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,300,300,100,99.33,300,WP_005795628.1,CepA family extended-spectrum class A beta-lactamase,NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_18805_length_1240_cov_21.432068,1,1077,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,359,406,88.42,99.44,359,WP_015573055.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_21885_length_1104_cov_11.045758,3,1103,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,367,639,57.43,98.64,367,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_44372_length_658_cov_42.300166,104,571,+,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,BLASTX,156,164,95.12,100,156,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_4903_length_3483_cov_160.739498,72,1994,+,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,641,641,100,97.66,641,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0898_S38_R1_001amrf_output,NA,NODE_5611_length_3125_cov_5.146906,212,1075,-,aadE,aminoglycoside 6-adenylyltransferase AadE,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,288,288,100,100,288,WP_001255868.1,aminoglycoside 6-adenylyltransferase AadE,NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_13277_length_1662_cov_20.263223,1,1662,-,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,554,639,86.7,100,554,WP_002586627.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_14220_length_1577_cov_119.362024,1,1575,+,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,525,641,81.9,98.48,525,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_244_length_23133_cov_6.318138,19360,21276,-,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,98.75,639,WP_063856112.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_49409_length_654_cov_14.826377,60,551,-,dfrF,trimethoprim-resistant dihydrofolate reductase DfrF,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,164,164,100,100,164,WP_002322211.1,trimethoprim-resistant dihydrofolate reductase DfrF,NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_5909_length_3120_cov_8.013051,217,1296,-,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIALX,360,406,88.67,98.89,360,WP_024407615.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_8314_length_2390_cov_5.828266,3,1901,+,tet(32),tetracycline resistance ribosomal protection protein Tet(32),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,633,639,99.06,100,633,WP_002602099.1,tetracycline resistance ribosomal protection protein Tet(32),NA,NA
HUM0931_S40_R1_001_amrf_output,NA,NODE_9154_length_2223_cov_24.075646,266,2182,+,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_12992_length_1972_cov_27.119457,2,1798,-,tet(W),tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,599,639,93.74,99.5,599,WP_000691721.1,tetracycline resistance ribosomal protection protein Tet(W),NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_15737_length_1698_cov_31.198418,1,1674,-,tet(Q),tetracycline resistance ribosomal protection protein Tet(Q),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,558,641,87.05,98.92,558,WP_063856407.1,tetracycline resistance ribosomal protection protein Tet(Q),NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_16592_length_1629_cov_2.378653,1,1629,-,tet(M),tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,INTERNAL_STOP,543,639,84.98,99.82,543,WP_050232631.1,tetracycline resistance ribosomal protection protein Tet(M),NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_17_length_54832_cov_23.768699,42966,44882,-,tet(O),tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,639,639,100,99.53,639,WP_063856405.1,tetracycline resistance ribosomal protection protein Tet(O),NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_22137_length_1289_cov_3.619125,154,1116,+,cfxA,CfxA family broad-spectrum class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,EXACTX,321,321,100,100,321,WP_004339683.1,CfxA family broad-spectrum class A beta-lactamase,NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_22331_length_1279_cov_10.720588,2,1063,+,tet(40),tetracycline efflux MFS transporter Tet(40),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,PARTIAL_CONTIG_ENDX,354,406,87.19,99.44,354,WP_015573055.1,tetracycline efflux MFS transporter Tet(40),NA,NA
HUM0946_S8_R1_001_amrf_output,NA,NODE_27214_length_1087_cov_2.754845,2,1084,-,tva(B),ABC-F type ribosomal protection protein Tva(B),core,AMR,AMR,PLEUROMUTILIN,PLEUROMUTILIN/STREPTOGRAMIN,PARTIAL_CONTIG_ENDX,361,504,71.63,94.18,361,WP_014936356.1,ABC-F type ribosomal protection protein Tva(B),NA,NA
