#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_16313_length_1668_cov_119.587725	cds	1457	1645	+	JEBHIN_00075		hypothetical protein	
NODE_21905_length_1382_cov_61.578749	cds	624	1346	+	JEBHIN_00080	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_R6CNL5, UniRef:UniRef90_R6CNL5"
NODE_25931_length_1240_cov_18.994937	cds	277	1080	+	JEBHIN_00085	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_024407615.1, SO:0001217, UniRef:UniRef50_A0A1C5KRB3, UniRef:UniRef90_A0A1C5KRB3"
NODE_25931_length_1240_cov_18.994937	cds	1135	1239	-	JEBHIN_00090		hypothetical protein	
NODE_5415_length_3554_cov_11.022292	cds	39	1745	+	JEBHIN_00095		DNA topoisomerase	"SO:0001217, UniRef:UniRef50_A0A3D4J685, UniRef:UniRef90_A0A3D4J685"
NODE_5415_length_3554_cov_11.022292	cds	1783	1911	+	JEBHIN_00100		hypothetical protein	
NODE_5415_length_3554_cov_11.022292	cds	2165	2659	-	JEBHIN_00105	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_5415_length_3554_cov_11.022292	cds	2967	3446	-	JEBHIN_00110		DNA-binding-1 domain-containing protein	"RefSeq:WP_002322212.1, SO:0001217, UniParc:UPI0001835AE5, UniRef:UniRef100_A0A1L5KWS6, UniRef:UniRef50_B8I267, UniRef:UniRef90_C0CKJ8"
NODE_608_length_17102_cov_15.964627	cds	15	290	+	JEBHIN_00115		hypothetical protein	
NODE_608_length_17102_cov_15.964627	cds	1483	1773	-	JEBHIN_00120		HNH endonuclease	"SO:0001217, UniParc:UPI0002693E74, UniRef:UniRef100_I8VLT7, UniRef:UniRef50_I8VLT7, UniRef:UniRef90_I8VLT7"
NODE_608_length_17102_cov_15.964627	cds	1764	3209	-	JEBHIN_00125	tnp	IS4 family ISBf8 transposase	"IS:ISBf8, RefSeq:WP_005642186.1, SO:0001217, UniParc:UPI0001B1C762, UniRef:UniRef100_A0A7L5EEX8, UniRef:UniRef50_U2IMK4, UniRef:UniRef90_A0A1D3UHJ1"
NODE_608_length_17102_cov_15.964627	cds	3622	4347	+	JEBHIN_00130	cfxA	CfxA family broad-spectrum class A beta-lactamase	"COG:COG2367, COG:V, NCBIProtein:WP_004339683.1, SO:0001217, UniRef:UniRef50_A0A7J5GPV9, UniRef:UniRef90_E1KQY7"
NODE_608_length_17102_cov_15.964627	cds	4440	5732	-	JEBHIN_00135		Mobilization protein	"SO:0001217, UniRef:UniRef50_A0A5P3AXI4, UniRef:UniRef90_A0A5P3AXI4"
NODE_608_length_17102_cov_15.964627	cds	5824	6015	+	JEBHIN_00140		hypothetical protein	
NODE_608_length_17102_cov_15.964627	cds	6127	7242	-	JEBHIN_00145		DUF6371 domain-containing protein	"RefSeq:WP_004292742.1, SO:0001217, UniParc:UPI00000B9D82, UniRef:UniRef100_A0A174USP1, UniRef:UniRef50_E0NQV0, UniRef:UniRef90_A0A174USP1"
NODE_608_length_17102_cov_15.964627	cds	7498	8208	+	JEBHIN_00150		GXGXG domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A134BN09, UniRef:UniRef90_A0A134BN09"
NODE_608_length_17102_cov_15.964627	cds	8349	8723	-	JEBHIN_00155		Excisionase family DNA binding domain-containing protein	"RefSeq:WP_004338328.1, SO:0001217, UniParc:UPI00000B4B1B, UniRef:UniRef100_E5WU41, UniRef:UniRef90_A0A0H5Q198"
NODE_608_length_17102_cov_15.964627	cds	8923	9780	-	JEBHIN_00160		Transposase	"RefSeq:WP_004339687.1, SO:0001217, UniParc:UPI00000B51F0, UniRef:UniRef100_D4VAE5, UniRef:UniRef50_K5CSE3, UniRef:UniRef90_D4VAE5"
NODE_608_length_17102_cov_15.964627	cds	10028	11146	-	JEBHIN_00165	xerD	Site-specific recombinase XerD	"COG:COG4974, COG:L, RefSeq:WP_004338318.1, SO:0001217, UniParc:UPI00000BB8A6, UniRef:UniRef100_A0A174X3B6, UniRef:UniRef50_K5CTN0, UniRef:UniRef90_K5CTN0"
NODE_608_length_17102_cov_15.964627	cds	11288	11767	-	JEBHIN_00170		HTH merR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_I9IRY1"
NODE_608_length_17102_cov_15.964627	cds	11754	12143	-	JEBHIN_00175		hypothetical protein	
NODE_608_length_17102_cov_15.964627	cds	12521	14104	-	JEBHIN_00180		non-specific serine/threonine protein kinase	"SO:0001217, UniRef:UniRef50_R6F6A6, UniRef:UniRef90_R6F6A6"
NODE_608_length_17102_cov_15.964627	cds	14288	14488	+	JEBHIN_00185		hypothetical protein	
NODE_608_length_17102_cov_15.964627	cds	14617	14793	-	JEBHIN_00190		hypothetical protein	
NODE_608_length_17102_cov_15.964627	cds	14859	16196	+	JEBHIN_00195		AAA-ATPase-like domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A374CIS7"
NODE_608_length_17102_cov_15.964627	cds	16303	16785	+	JEBHIN_00200		hypothetical protein	
NODE_6272_length_3194_cov_21.577891	cds	658	771	-	JEBHIN_00205	hipB	"Transcriptional regulator, contains XRE-family HTH domain"	"COG:COG1396, COG:K, SO:0001217, UniParc:UPI00023FAA2A, UniRef:UniRef100_A0A6N2YIZ0, UniRef:UniRef50_A0A828T5N1, UniRef:UniRef90_A0A828T5N1"
NODE_6272_length_3194_cov_21.577891	cds	768	1046	-	JEBHIN_00210		HTH domain protein	"RefSeq:WP_005946735.1, SO:0001217, UniParc:UPI0001967D7A, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_6272_length_3194_cov_21.577891	cds	1194	3113	-	JEBHIN_00215	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, RefSeq:WP_002602099.1, SO:0001217, UniParc:UPI0001588750, UniRef:UniRef100_A3QT96, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_1291_length_6855_cov_5.102353	cds	466	1542	-	HFNCJB_00005		ABC transporter ATP-binding protein	"SO:0001217, UniRef:UniRef50_A0A1C2CLV2, UniRef:UniRef90_A0A2S7RZS8"
NODE_1291_length_6855_cov_5.102353	cds	1548	2591	-	HFNCJB_00010	oppC	"Oligopeptide ABC transporter, permease protein OppC family protein"	"RefSeq:WP_010737155.1, SO:0001217, UniParc:UPI000267F114, UniRef:UniRef100_A0A2A4DVE3, UniRef:UniRef50_A0A837XZD7, UniRef:UniRef90_A0A2A7SPL5"
NODE_1291_length_6855_cov_5.102353	cds	2592	3533	-	HFNCJB_00015		"Oligopeptide ABC superfamily ATP binding cassette transporter, membrane protein"	"RefSeq:WP_010720787.1, SO:0001217, UniParc:UPI000267F113, UniRef:UniRef100_A0A1V8VRK8, UniRef:UniRef50_A0A0D1ISL6, UniRef:UniRef90_V5XL20"
NODE_1291_length_6855_cov_5.102353	cds	3610	3954	+	HFNCJB_00020		DUF3899 domain-containing protein	"RefSeq:WP_010720788.1, SO:0001217, UniParc:UPI00032E4497, UniRef:UniRef100_A0A1V8WMF2, UniRef:UniRef50_I6S135, UniRef:UniRef90_I6S135"
NODE_1291_length_6855_cov_5.102353	cds	4034	5698	-	HFNCJB_00025		Peptide ABC transporter substrate-binding protein	"KEGG:K15580, SO:0001217, UniRef:UniRef50_V6Q3J6, UniRef:UniRef90_A0A511J2Z9"
NODE_1291_length_6855_cov_5.102353	cds	6051	6599	-	HFNCJB_00030	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	"NCBIProtein:WP_010720790.1, SO:0001217, UniRef:UniRef50_R2Q522, UniRef:UniRef90_Q70E72"
NODE_14920_length_1601_cov_22.181113	cds	1265	1549	+	HFNCJB_00035		hypothetical protein	
NODE_27303_length_1121_cov_96.196998	cds	33	353	+	HFNCJB_00040		hypothetical protein	
NODE_28843_length_1086_cov_3.567410	cds	28	306	+	HFNCJB_00045		hypothetical protein	
NODE_28843_length_1086_cov_3.567410	cds	418	765	+	HFNCJB_00050		hypothetical protein	
NODE_3272_length_4017_cov_9.498738	cds	842	940	-	HFNCJB_00055	ytzI	YtzI protein	"SO:0001217, UniParc:UPI0006C55A00, UniRef:UniRef100_A0A127SVG8, UniRef:UniRef50_A0A351MZM1, UniRef:UniRef90_A0A127SVG8"
NODE_3272_length_4017_cov_9.498738	cds	1111	2151	-	HFNCJB_00060	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_3272_length_4017_cov_9.498738	cds	2457	3794	-	HFNCJB_00065		MATE family efflux transporter	"RefSeq:WP_144362538.1, SO:0001217, UniParc:UPI0011860233, UniRef:UniRef100_UPI0011860233, UniRef:UniRef90_A0A564TYE2"
NODE_7004_length_2535_cov_22.711694	cds	311	2230	+	HFNCJB_00070	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, SO:0001217, UniParc:UPI000945F4B0, UniRef:UniRef100_A0A1L5KJC1, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_11294_length_2227_cov_33.452118	cds	270	2189	+	LAAGEM_00005	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_14999_length_1820_cov_2.048725	cds	206	1636	+	LAAGEM_00010	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	"COG:COG0480, COG:J, NCBIProtein:WP_063856393.1, SO:0001217, UniRef:UniRef50_A0A0N7D7L0, UniRef:UniRef90_UPI00132FFA5C"
NODE_15622_length_1766_cov_72.794857	cds	6	1691	-	LAAGEM_00015	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, NCBIProtein:WP_002586627.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A0A3G2C6Z4"
NODE_16523_length_1697_cov_4.345920	cds	258	1118	-	LAAGEM_00020	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	"EC:3.5.2.6, GO:0008800, GO:0030655, GO:0046677, NCBIProtein:WP_000027057.1, RefSeq:WP_000027057.1, SO:0001217, UniParc:UPI00000000E4, UniRef:UniRef100_P62593, UniRef:UniRef50_P62593, UniRef:UniRef90_P62593"
NODE_16523_length_1697_cov_4.345920	cds	1301	1696	-	LAAGEM_00025	tnpR	Transposon Tn1331 resolvase	"COG:COG1961, COG:L, GO:0000150, GO:0003677, GO:0015074, SO:0001217, UniParc:UPI0002CCC52E, UniRef:UniRef100_A0A1V2GHT9, UniRef:UniRef50_P21424, UniRef:UniRef90_P21424"
NODE_16908_length_1668_cov_103.792312	cds	24	308	-	LAAGEM_00030		hypothetical protein	
NODE_25813_length_1226_cov_18.364646	cds	26	1066	+	LAAGEM_00035	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_28779_length_1130_cov_3.072558	cds	532	1026	+	LAAGEM_00040	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_30315_length_1087_cov_5.513566	cds	153	812	-	LAAGEM_00045	catA1	type A-1 chloramphenicol O-acetyltransferase	"NCBIProtein:WP_000412211.1, RefSeq:WP_000412211.1, SO:0001217, UniParc:UPI0000000335, UniRef:UniRef100_P62577, UniRef:UniRef90_P62577"
NODE_4760_length_3981_cov_19.879776	cds	9	455	-	LAAGEM_00050	rpoE	"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family"	"COG:COG1595, COG:K, RefSeq:WP_002602096.1, SO:0001217, UniParc:UPI000194A2CB, UniRef:UniRef100_A0A414VYF8, UniRef:UniRef50_R9MN44, UniRef:UniRef90_A0A828T553"
NODE_4760_length_3981_cov_19.879776	cds	660	1427	-	LAAGEM_00055	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	"COG:COG2226, COG:H, SO:0001217, UniRef:UniRef50_B0N9K3, UniRef:UniRef90_B0N9K3"
NODE_4760_length_3981_cov_19.879776	cds	1751	2095	-	LAAGEM_00060		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_4760_length_3981_cov_19.879776	cds	2177	3961	-	LAAGEM_00065	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_15642_length_1329_cov_8.523548	cds	333	1295	+	JOLOOC_00005	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, RefSeq:WP_153087673.1, SO:0001217, UniParc:UPI0012918EF0, UniRef:UniRef100_A0A5P0WHB6, UniRef:UniRef50_P30899, UniRef:UniRef90_A0A7K0B099"
NODE_3100_length_4374_cov_5.246353	cds	224	1561	+	JOLOOC_00010		MATE family efflux transporter	"RefSeq:WP_144362538.1, SO:0001217, UniParc:UPI0011860233, UniRef:UniRef100_UPI0011860233, UniRef:UniRef90_A0A564TYE2"
NODE_3100_length_4374_cov_5.246353	cds	1867	2907	+	JOLOOC_00015	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_015573055.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_3100_length_4374_cov_5.246353	cds	3078	3176	+	JOLOOC_00020	ytzI	YtzI protein	"SO:0001217, UniParc:UPI0006C55A00, UniRef:UniRef100_A0A127SVG8, UniRef:UniRef50_A0A351MZM1, UniRef:UniRef90_A0A127SVG8"
NODE_3100_length_4374_cov_5.246353	cds	4054	4338	-	JOLOOC_00025		hypothetical protein	"SO:0001217, UniRef:UniRef50_A0A564TW65, UniRef:UniRef90_A0A564TW65"
NODE_5664_length_2763_cov_20.971566	cds	78	1997	+	JOLOOC_00030	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, RefSeq:WP_002602099.1, SO:0001217, UniParc:UPI0001588750, UniRef:UniRef100_A3QT96, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_5664_length_2763_cov_20.971566	cds	2079	2423	+	JOLOOC_00035		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_5727_length_2741_cov_37.478034	cds	77	1996	+	JOLOOC_00040	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_002586627.1, RefSeq:WP_002586627.1, SO:0001217, UniParc:UPI0000001008, UniRef:UniRef100_O52836, UniRef:UniRef50_P10952, UniRef:UniRef90_O52836"
NODE_7358_length_2268_cov_20.857659	cds	311	2230	+	JOLOOC_00045	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_063856405.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_2369_length_4600_cov_4.854565	cds	92	343	+	HFJODE_00005		DUF3781 domain-containing protein	"RefSeq:WP_021974314.1, SO:0001217, UniParc:UPI00033A9EA9, UniRef:UniRef100_R5MQB5, UniRef:UniRef50_R9IID5, UniRef:UniRef90_R5MQB5"
NODE_2369_length_4600_cov_4.854565	cds	349	813	+	HFJODE_00010		AraC-E-bind domain-containing protein	"RefSeq:WP_021974313.1, SO:0001217, UniParc:UPI00033A2777, UniRef:UniRef100_R5MW58, UniRef:UniRef50_R5MW58, UniRef:UniRef90_R5MW58"
NODE_2369_length_4600_cov_4.854565	cds	844	1320	+	HFJODE_00015		DUF2568 domain-containing protein	"RefSeq:WP_009270354.1, SO:0001217, UniParc:UPI000246B795, UniRef:UniRef100_R5MR60, UniRef:UniRef50_A0A373NKY5, UniRef:UniRef90_R5MR60"
NODE_2369_length_4600_cov_4.854565	cds	1564	1914	+	HFJODE_00020		Putative glyoxalase/Bleomycin resistance protein	"SO:0001217, UniRef:UniRef50_Q6FCW0, UniRef:UniRef90_R6XN90"
NODE_2369_length_4600_cov_4.854565	cds	1927	2454	+	HFJODE_00025	padR	PadR domain-containing protein	"SO:0001217, UniRef:UniRef50_R6XN98, UniRef:UniRef90_R6XN98"
NODE_2369_length_4600_cov_4.854565	cds	2639	4426	+	HFJODE_00030	tet(44)	tetracycline resistance ribosomal protection protein Tet(44)	"KEGG:K18220, NCBIProtein:WP_063855884.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_D8L9Y9"
NODE_2616_length_4229_cov_12.663392	cds	221	826	-	HFJODE_00035		Class B sortase	"EC:3.4.22.71, KEGG:K08600, RefSeq:WP_117627414.1, SO:0001217, UniParc:UPI000E44A501, UniRef:UniRef100_A0A417M0K8, UniRef:UniRef50_A0A417M0K8, UniRef:UniRef90_A0A417M0K8"
NODE_2616_length_4229_cov_12.663392	cds	857	1027	-	HFJODE_00040		hypothetical protein	
NODE_2616_length_4229_cov_12.663392	cds	1323	1502	-	HFJODE_00045		hypothetical protein	
NODE_2616_length_4229_cov_12.663392	cds	1507	1767	-	HFJODE_00050		hypothetical protein	
NODE_2616_length_4229_cov_12.663392	cds	1825	2130	+	HFJODE_00055		hypothetical protein	
NODE_2616_length_4229_cov_12.663392	cds	2127	2267	+	HFJODE_00060		hypothetical protein	
NODE_2616_length_4229_cov_12.663392	cds	2669	3673	-	HFJODE_00065		hypothetical protein	
NODE_2616_length_4229_cov_12.663392	cds	3674	3889	+	HFJODE_00070		hypothetical protein	
NODE_2874_length_3922_cov_61.558055	sorf	153	224	+	HFJODE_00075		Signal peptidase I	"SO:0001217, UniParc:UPI000191EBFF, UniRef:UniRef100_B8LJ33, UniRef:UniRef50_B8QUG8, UniRef:UniRef90_B8QUG8"
NODE_2874_length_3922_cov_61.558055	cds	363	2282	+	HFJODE_00080	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	"COG:COG0480, COG:J, NCBIProtein:WP_002602099.1, RefSeq:WP_002602099.1, SO:0001217, UniParc:UPI0001588750, UniRef:UniRef100_A3QT96, UniRef:UniRef50_P10952, UniRef:UniRef90_A3QT96"
NODE_2874_length_3922_cov_61.558055	cds	2364	2708	+	HFJODE_00085		HTH domain protein	"RefSeq:WP_002602098.1, SO:0001217, UniParc:UPI000191EC00, UniRef:UniRef100_B8LJ35, UniRef:UniRef50_A0A0G8G3U8, UniRef:UniRef90_B8LJ35"
NODE_2874_length_3922_cov_61.558055	cds	2705	2818	+	HFJODE_00090	hipB	"Transcriptional regulator, contains XRE-family HTH domain"	"COG:COG1396, COG:K, SO:0001217, UniParc:UPI00023FAA2A, UniRef:UniRef100_A0A6N2YIZ0, UniRef:UniRef50_A0A828T5N1, UniRef:UniRef90_A0A828T5N1"
NODE_2874_length_3922_cov_61.558055	cds	3032	3799	+	HFJODE_00095	ubiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	"COG:COG2226, COG:H, SO:0001217, UniRef:UniRef50_B0N9K3, UniRef:UniRef90_B0N9K3"
NODE_4085_length_2967_cov_5.210508	cds	288	458	+	HFJODE_00100		hypothetical protein	
NODE_4085_length_2967_cov_5.210508	cds	648	1319	+	HFJODE_00105		HTH cro/C1-type domain-containing protein	"RefSeq:WP_002322214.1, SO:0001217, UniParc:UPI0001835AE3, UniRef:UniRef100_A0A1L5KWS7, UniRef:UniRef50_C0CKQ2, UniRef:UniRef90_G1VX39"
NODE_4085_length_2967_cov_5.210508	cds	1366	1617	+	HFJODE_00110		hypothetical protein	"SO:0001217, UniRef:UniRef50_A0A1E9DKM7, UniRef:UniRef90_A0A1E9DKM7"
NODE_4085_length_2967_cov_5.210508	cds	1630	2109	+	HFJODE_00115		DNA-binding-1 domain-containing protein	"RefSeq:WP_002322212.1, SO:0001217, UniParc:UPI0001835AE5, UniRef:UniRef100_A0A1L5KWS6, UniRef:UniRef50_B8I267, UniRef:UniRef90_C0CKJ8"
NODE_4085_length_2967_cov_5.210508	cds	2417	2911	+	HFJODE_00120	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_4802_length_2625_cov_3.648249	cds	1166	2101	+	HFJODE_00125	cepA	CepA family extended-spectrum class A beta-lactamase	"NCBIProtein:WP_032579291.1, SO:0001217, UniRef:UniRef50_Q57509"
NODE_4802_length_2625_cov_3.648249	cds	2285	2617	-	HFJODE_00130		Glycosyl hydrolases family 43	"SO:0001217, UniRef:UniRef50_A0A1I2SBM2"
NODE_5143_length_2490_cov_29.016427	cds	401	2185	+	HFJODE_00135	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_014636291.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_6977_length_2003_cov_209.506674	cds	45	284	+	HFJODE_00140		hypothetical protein	
NODE_6977_length_2003_cov_209.506674	cds	295	1998	+	HFJODE_00145	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, NCBIProtein:WP_002586627.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A0A3G2C6Z4"
NODE_8925_length_1668_cov_114.340360	cds	24	212	-	HFJODE_00150		hypothetical protein	
NODE_13791_length_1456_cov_60.465382	sorf	1314	1385	-	MCCBAF_00005		Signal peptidase I	"SO:0001217, UniParc:UPI000191EBFF, UniRef:UniRef100_B8LJ33, UniRef:UniRef50_B8QUG8, UniRef:UniRef90_B8QUG8"
NODE_7484_length_2173_cov_51.512276	cds	6	1925	-	MCCBAF_00010	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_002586627.1, RefSeq:WP_002586627.1, SO:0001217, UniParc:UPI0000001008, UniRef:UniRef100_O52836, UniRef:UniRef50_P10952, UniRef:UniRef90_O52836"
NODE_7484_length_2173_cov_51.512276	sorf	1985	2029	-	MCCBAF_00015		TetW-regulatory peptide	"SO:0001217, UniParc:UPI000165FE00, UniRef:UniRef100_B1AA31, UniRef:UniRef50_B1AA31, UniRef:UniRef90_B1AA31"
NODE_8768_length_1956_cov_110.265650	cds	8	1933	-	MCCBAF_00020	tet(Q)	tetracycline resistance ribosomal protection protein Tet(Q)	"COG:COG0480, COG:J, NCBIProtein:WP_002560998.1, SO:0001217, UniRef:UniRef50_Q08425, UniRef:UniRef90_A0A6G0GL74"
NODE_117_length_33266_cov_14.588118	cds	54	404	+	EBJIOA_00005		hypothetical protein	
NODE_117_length_33266_cov_14.588118	cds	416	862	+	EBJIOA_00010		ATP-binding protein	"RefSeq:WP_226801078.1, SO:0001217, UniParc:UPI0001C34E17, UniRef:UniRef100_A0A2U2EDW6, UniRef:UniRef50_D6DYN6, UniRef:UniRef90_D4KSI1"
NODE_117_length_33266_cov_14.588118	cds	868	1041	+	EBJIOA_00015		hypothetical protein	"RefSeq:WP_172622380.1, SO:0001217, UniParc:UPI0001C34E16, UniRef:UniRef100_A0A3R6EI73, UniRef:UniRef50_C0FYT0, UniRef:UniRef90_A0A396FJ52"
NODE_117_length_33266_cov_14.588118	cds	1268	2065	+	EBJIOA_00020		Germane domain-containing protein	"SO:0001217, UniRef:UniRef50_B7AWN7, UniRef:UniRef90_B7AWN7"
NODE_117_length_33266_cov_14.588118	cds	2157	8459	+	EBJIOA_00025		hypothetical protein	"PFAM:PF00271.34, PFAM:PF08341.14, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4, PFAM:PF17802.4"
NODE_117_length_33266_cov_14.588118	cds	8422	9090	+	EBJIOA_00030		Class D sortase	"SO:0001217, UniRef:UniRef50_B7ANF3, UniRef:UniRef90_B7ANF3"
NODE_117_length_33266_cov_14.588118	cds	9083	9481	+	EBJIOA_00035	yopX	YopX domain-containing protein	"RefSeq:WP_106765256.1, SO:0001217, UniParc:UPI000D0FE39D, UniRef:UniRef100_A0A3E4LXV8, UniRef:UniRef50_B7ANF4, UniRef:UniRef90_B7ANF4"
NODE_117_length_33266_cov_14.588118	cds	9485	10174	+	EBJIOA_00040	spoVG	"DNA-binding protein SpoVG, cell septation regulator"	"COG:COG2088, COG:D, RefSeq:WP_117477954.1, SO:0001217, UniParc:UPI000E3F4A79, UniRef:UniRef100_A0A395UW56, UniRef:UniRef50_B7ANF5, UniRef:UniRef90_A0A173VK00"
NODE_117_length_33266_cov_14.588118	cds	10235	10546	+	EBJIOA_00045		DUF6674 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A173UZW8, UniRef:UniRef90_A0A127T783"
NODE_117_length_33266_cov_14.588118	cds	10775	12694	+	EBJIOA_00050	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_014636291.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_117_length_33266_cov_14.588118	cds	12984	13436	+	EBJIOA_00055		HTH marR-type domain-containing protein	"RefSeq:WP_117528999.1, SO:0001217, UniParc:UPI00078C7BDE, UniRef:UniRef100_A0A127T3A2, UniRef:UniRef50_C4Z1C4, UniRef:UniRef90_R5DWL8"
NODE_117_length_33266_cov_14.588118	cds	13484	15229	+	EBJIOA_00060		ATP-binding cassette subfamily B bacterial	"SO:0001217, UniRef:UniRef50_A0A174EEZ1, UniRef:UniRef90_R5E0E8"
NODE_117_length_33266_cov_14.588118	cds	15248	17134	+	EBJIOA_00065		ABC transporter	"RefSeq:WP_117529000.1, SO:0001217, UniParc:UPI000E41F65F, UniRef:UniRef100_A0A395UTX4, UniRef:UniRef50_A0A174EFD4, UniRef:UniRef90_A0A1Q6MPP4"
